"URL","Title","Character Length","Pixel Length","Description","Character Length","Pixel Length"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/beech-cottage/","Norfolk Holiday Cottage to rent in Burnham Norton - Beech Cottage","65","596","Beech Cottage is a holiday cottage to rent, located in Burnham Norton, Norfolk. The cottage sleeps 2.","101","622"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/windjammer/","Norfolk Holiday Cottage to rent in Holme-next-the-Sea - Windjammer","66","612","Windjammer is a holiday cottage to rent, located in Holme-next-the-Sea, Norfolk. The cottage sleeps 6.","102","626"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/tern-cottage/","Norfolk Holiday Cottage to rent in Holme-next-the-Sea - Tern Cottage","68","614","Tern Cottage is a holiday cottage to rent, located in Holme-next-the-Sea, Norfolk. The cottage sleeps 4.","104","629"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/oak-cottage/","Norfolk Holiday Cottage to rent in Brancaster Staithe - Oak Cottage","67","595","Oak Cottage is a holiday cottage to rent, located in Brancaster Staithe, Norfolk. The cottage sleeps 4.","103","620"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/the-foundry/","Norfolk Holiday Cottage to rent in Burnham Market - The Foundry","63","577","The Foundry is a holiday cottage to rent, located in Burnham Market, Norfolk. The cottage sleeps 6.","99","609"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/3-smugglers-cove/","Norfolk Holiday Cottage to rent in Wells-next-the-Sea - 3 Smugglers Cove","72","649","3 Smugglers Cove is a holiday cottage to rent, located in Wells-next-the-Sea, Norfolk. The cottage sleeps 4.","108","651"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/bliss-cottage/","Norfolk Holiday Cottage to rent in Wells-next-the-Sea - Bliss Cottage","69","605","Bliss Cottage is a holiday cottage to rent, located in Wells-next-the-Sea, Norfolk. The cottage sleeps 4.","105","622"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/sutton-cottage/","Norfolk Holiday Cottage to rent in Burnham Market - Sutton Cottage","66","602","Sutton Cottage is a holiday cottage to rent, located in Burnham Market, Norfolk. The cottage sleeps 2.","102","626"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/samphire-barn/","Norfolk Holiday Cottage to rent in Binham - Samphire Barn","57","518","Samphire Barn is a holiday cottage to rent, located in Binham, Norfolk. The cottage sleeps 4.","93","566"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/2-school-row/","Norfolk Holiday Cottage to rent in Thornham - 2 School Row","58","529","2 School Row is a holiday cottage to rent, located in Thornham, Norfolk. The cottage sleeps 4.","94","575"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/wellfleet-cottage/","Norfolk Holiday Cottage to rent in Wells-next-the-sea - Wellfleet Cottage","73","641","Wellfleet Cottage is a holiday cottage to rent, located in Wells-next-the-sea, Norfolk. The cottage sleeps 5.","109","644"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/bluebell-cottage/","Norfolk Holiday Cottage to rent in Burnham Market - Bluebell Cottage","68","614","Bluebell Cottage is a holiday cottage to rent, located in Burnham Market, Norfolk. The cottage sleeps 3.","104","632"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/truncheons-reach/","Norfolk Holiday Cottage to rent in Wells-next-the-Sea - Truncheon's Reach","73","655","Truncheon's Reach is a holiday cottage to rent, located in Wells-next-the-Sea, Norfolk. The cottage sleeps 4.","109","658"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/seasalt-cottage/","Norfolk Holiday Cottage to rent in Old Hunstanton - Seasalt Cottage","67","600","Seasalt Cottage is a holiday cottage to rent, located in Old Hunstanton, Norfolk. The cottage sleeps 4.","103","624"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/star-cottage/","Norfolk Holiday Cottage to rent in Docking - Star Cottage","57","502","Star Cottage is a holiday cottage to rent, located in Docking, Norfolk. The cottage sleeps 3.","93","555"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/grasshopper-cottage/","Norfolk Holiday Cottage to rent in Stanhoe - Grasshopper Cottage","64","582","Grasshopper Cottage is a holiday cottage to rent, located in Stanhoe, Norfolk. The cottage sleeps 4.","100","612"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/mill-view-burnham-norton/","Norfolk Holiday Cottage to rent in Burnham Norton - Mill View Burnham Norton","76","698","Mill View Burnham Norton is a holiday cottage to rent, located in Burnham Norton, Norfolk. The cottage sleeps 4.","112","693"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/jeeves-hideaway/","Norfolk Holiday Cottage to rent in Old Hunstanton - Jeeves Hideaway","67","613","Jeeves Hideaway is a holiday cottage to rent, located in Old Hunstanton, Norfolk. The cottage sleeps 2.","103","633"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/bailey-wick-cottage/","Norfolk Holiday Cottage to rent in Wells-next-the-Sea - Bailey Wick Cottage","75","664","Bailey Wick Cottage is a holiday cottage to rent, located in Wells-next-the-Sea, Norfolk. The cottage sleeps 4.","111","662"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/ellas-cottage/","Norfolk Holiday Cottage to rent in Wells-next-the-Sea - Ella's Cottage","70","608","Ella's Cottage is a holiday cottage to rent, located in Wells-next-the-Sea, Norfolk. The cottage sleeps 4.","106","624"
"https://www.sowerbysholidaycottages.co.uk/wishlist/","Wishlist - Sowerbys Holiday Cottages","36","330","Save your favourite Sowerbys holiday cottages, compare options and plan your perfect Norfolk getaway with our easy-to-use wishlist feature.","139","873"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/fox-cottage/","Norfolk Holiday Cottage to rent in Stiffkey - Fox Cottage","57","494","Fox Cottage is a holiday cottage to rent, located in Stiffkey, Norfolk. The cottage sleeps 2.","93","549"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/sunset-view/","Norfolk Holiday Cottage to rent in Thornham - Sunset View","57","521","Sunset View is a holiday cottage to rent, located in Thornham, Norfolk. The cottage sleeps 4.","93","567"
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-areas/old-hunstanton-area/","Holiday cottages in Old Hunstanton area, Norfolk - Sowerbys Holiday Cottages","76","692","Find the perfect holiday cottages to rent for short or long stays in Old Hunstanton area, Norfolk","97","586"
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-areas/brancaster-area/","Holiday cottages in Brancaster area, Norfolk - Sowerbys Holiday Cottages","72","650","Find the perfect holiday cottages to rent for short or long stays in Brancaster area, Norfolk","93","556"
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-areas/the-burnhams-area/","Holiday cottages in The Burnhams area, Norfolk - Sowerbys Holiday Cottages","74","683","Find the perfect holiday cottages to rent for short or long stays in The Burnhams area, Norfolk","95","578"
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-areas/wells-next-the-sea-area/","Holiday cottages in Wells-next-the-Sea area, Norfolk - Sowerbys Holiday Cottages","80","722","Find the perfect holiday cottages to rent for short or long stays in Wells-next-the-Sea area, Norfolk","101","601"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/boatmans-cottage/","Norfolk Holiday Cottage to rent in Wells-next-the-Sea - Boatman's Cottage","73","657","Boatman's Cottage is a holiday cottage to rent, located in Wells-next-the-Sea, Norfolk. The cottage sleeps 3.","109","660"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/pebble-cottage/","Norfolk Holiday Cottage to rent in Burnham Market - Pebble Cottage","66","605","Pebble Cottage is a holiday cottage to rent, located in Burnham Market, Norfolk. The cottage sleeps 6.","102","626"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/orchard-house-docking/","Norfolk Holiday Cottage to rent in Docking - Orchard House Docking","66","598","Orchard House Docking is a holiday cottage to rent, located in Docking, Norfolk. The cottage sleeps 6.","102","623"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/little-twitchers/","Norfolk Holiday Cottage to rent in Brancaster - Little Twitchers","64","554","Little Twitchers is a holiday cottage to rent, located in Brancaster, Norfolk. The cottage sleeps 5.","100","590"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/virginia-cottage/","Norfolk Holiday Cottage to rent in Docking - Virginia Cottage","61","533","Virginia Cottage is a holiday cottage to rent, located in Docking, Norfolk. The cottage sleeps 4.","97","576"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/duckling-cottage/","Norfolk Holiday Cottage to rent in Burnham Market - Duckling Cottage","68","619","Duckling Cottage is a holiday cottage to rent, located in Burnham Market, Norfolk. The cottage sleeps 6.","104","637"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/bonnierigg/","Norfolk Holiday Cottage to rent in Brancaster Staithe - Bonnierigg","66","579","Bonnierigg is a holiday cottage to rent, located in Brancaster Staithe, Norfolk. The cottage sleeps 6.","102","609"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/windswept-cottage/","Norfolk Holiday Cottage to rent in Brancaster - Windswept Cottage","65","590","Windswept Cottage is a holiday cottage to rent, located in Brancaster, Norfolk. The cottage sleeps 7.","101","617"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/cherryhill/","Norfolk Holiday Cottage to rent in North Creake - Cherryhill","60","520","Cherryhill is a holiday cottage to rent, located in North Creake, Norfolk. The cottage sleeps 5.","96","566"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/2-waterhall-cottages/","Norfolk Holiday Cottage to rent in Wighton - 2 Waterhall Cottages","65","580","2 Waterhall Cottages is a holiday cottage to rent, located in Wighton, Norfolk. The cottage sleeps 5.","101","608"
"https://www.sowerbysholidaycottages.co.uk/property-details-print/?propertyID=5140","Sowerbys Holiday Cottages | Property details for Washmeres","58","541","Sowerbys Holiday Cottages. Established local agency offering the finest holiday cottages in coastal North Norfolk.","114","704"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/field-cottage-in-fring/","Norfolk Holiday Cottage to rent in Fring - Field Cottage in Fring","65","553","Field Cottage in Fring is a holiday cottage to rent, located in Fring, Norfolk. The cottage sleeps 6.","101","589"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/hares-end/","Norfolk Holiday Cottage to rent in Burnham Market - Hares End","61","558","Hares End is a holiday cottage to rent, located in Burnham Market, Norfolk. The cottage sleeps 6.","97","595"
